Hajime no Ippo,"No matter how much talent you have, if you aren't the best, you're nothing because there can only be one king. If you're in his shadow, then history won't see you."
Hajime no Ippo,"The brighter they shine, the darker the shadow grows."
Hajime no Ippo,The moment you back down is the moment you lose!
Hajime no Ippo,Why are you punching? What are you chasing? You should already know the answer to that. To become strong.
Hajime no Ippo,"Run until you can't run anymore, and then run again. Constant effort is life's greatest shortcut."
Hajime no Ippo,There are times when working hard may not be enough. But those who succeed worked hard.
Hajime no Ippo,"Sometimes, no matter what kind of effort you put in, it just doesn't really pay off."
Hajime no Ippo,"Fact is genius's can take all the hard work of the common folk and turn the whole entire thing around, so that it's like it was all for nothing. As one of those with talent, let me apologize. I know it's unfair but... TOUGH SHIT, SUCKER'S!!"
Hajime no Ippo - Champion Road,"For a man to stand up again, he needs one thing... ""To make excuses""."
